#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	annotationID	annotationDescription
LSM5	SNRNP200	9606.ENSP00000410758	9606.ENSP00000317123	0	0.967	0.900	0	0.996	notSpeckle	notSpeckle
LSM5	SF3B2	9606.ENSP00000410758	9606.ENSP00000318861	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM5	MAGOHB	9606.ENSP00000410758	9606.ENSP00000319240	0	0.058	0.900	0	0.901	notSpeckle	notSpeckle
LSM5	PRPF31	9606.ENSP00000410758	9606.ENSP00000324122	0	0.948	0.900	0	0.994	notSpeckle	notSpeckle
LSM5	SF3B1	9606.ENSP00000410758	9606.ENSP00000335321	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM5	PRPF4B	9606.ENSP00000410758	9606.ENSP00000337194	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM5	RBMX2	9606.ENSP00000410758	9606.ENSP00000339090	0	0.559	0.900	0	0.954	notSpeckle	notSpeckle
LSM5	SNRPD2	9606.ENSP00000410758	9606.ENSP00000342374	0	0.975	0.900	0	0.997	notSpeckle	notSpeckle
LSM5	UBL5	9606.ENSP00000410758	9606.ENSP00000351492	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM5	SF3B5	9606.ENSP00000410758	9606.ENSP00000356541	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM5	RNF113A	9606.ENSP00000410758	9606.ENSP00000360497	0	0.166	0.900	0	0.913	notSpeckle	notSpeckle
LSM5	SF3A3	9606.ENSP00000410758	9606.ENSP00000362110	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM5	PRPF4	9606.ENSP00000410758	9606.ENSP00000363313	0	0.982	0.900	0	0.998	notSpeckle	notSpeckle
LSM5	WBP4	9606.ENSP00000410758	9606.ENSP00000368801	0	0.813	0.900	0	0.980	notSpeckle	notSpeckle
LSM5	SMU1	9606.ENSP00000410758	9606.ENSP00000380336	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM5	NHP2L1	9606.ENSP00000410758	9606.ENSP00000383949	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM5	SNRPE	9606.ENSP00000410758	9606.ENSP00000400591	0	0.968	0.900	0	0.996	notSpeckle	notSpeckle
LSM5	SNRNP70	9606.ENSP00000410758	9606.ENSP00000472998	0	0.835	0	0	0.835	notSpeckle	notSpeckle
LSM5	SNRPB	9606.ENSP00000410758	9606.ENSP00000412566	0	0.943	0.900	0	0.994	notSpeckle	notSpeckle
LSM5	PRPF8	9606.ENSP00000410758	9606.ENSP00000460348	0	0.962	0.900	0	0.996	notSpeckle	notSpeckle
LSM5	LSM6	9606.ENSP00000410758	9606.ENSP00000422392	0	0.957	0.900	0	0.995	notSpeckle	notSpeckle
LSM6	SF3A1	9606.ENSP00000422392	9606.ENSP00000215793	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	SNRPD3	9606.ENSP00000422392	9606.ENSP00000215829	0	0.988	0.900	0	0.998	notSpeckle	notSpeckle
LSM6	PHF5A	9606.ENSP00000422392	9606.ENSP00000216252	0	0.907	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	SF3A2	9606.ENSP00000422392	9606.ENSP00000221494	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	SF3B6	9606.ENSP00000422392	9606.ENSP00000233468	0	0.825	0	0	0.825	notSpeckle	notSpeckle
LSM6	SNRPA	9606.ENSP00000422392	9606.ENSP00000243563	0	0.871	0	0	0.871	notSpeckle	notSpeckle
LSM6	SNRPC	9606.ENSP00000422392	9606.ENSP00000244520	0	0.835	0	0	0.835	notSpeckle	notSpeckle
LSM6	SNRPB2	9606.ENSP00000422392	9606.ENSP00000246071	0	0.871	0.900	0	0.986	notSpeckle	notSpeckle
LSM6	LSM8	9606.ENSP00000422392	9606.ENSP00000249299	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM6	LSM7	9606.ENSP00000422392	9606.ENSP00000252622	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM6	SNRPA1	9606.ENSP00000422392	9606.ENSP00000254193	0	0.967	0.900	0	0.996	notSpeckle	notSpeckle
LSM6	PRPF38A	9606.ENSP00000422392	9606.ENSP00000257181	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM6	RBM25	9606.ENSP00000422392	9606.ENSP00000261973	0	0.787	0	0	0.787	notSpeckle	notSpeckle
LSM6	SNRNP40	9606.ENSP00000422392	9606.ENSP00000263694	0	0.827	0.600	0	0.927	notSpeckle	notSpeckle
LSM6	PRPF6	9606.ENSP00000422392	9606.ENSP00000266079	0	0.943	0.900	0	0.994	notSpeckle	notSpeckle
LSM6	SNRPF	9606.ENSP00000422392	9606.ENSP00000266735	0	0.974	0.900	0	0.997	notSpeckle	notSpeckle
LSM6	MFAP1	9606.ENSP00000422392	9606.ENSP00000267812	0	0.831	0.900	0	0.982	notSpeckle	notSpeckle
LSM6	TXNL4A	9606.ENSP00000422392	9606.ENSP00000269601	0	0.944	0.900	0	0.994	notSpeckle	notSpeckle
LSM6	SF3B4	9606.ENSP00000422392	9606.ENSP00000271628	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	SNRPG	9606.ENSP00000422392	9606.ENSP00000272348	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	ZMAT2	9606.ENSP00000422392	9606.ENSP00000274712	0	0.968	0.900	0	0.996	notSpeckle	notSpeckle
LSM6	SNIP1	9606.ENSP00000422392	9606.ENSP00000296215	0	0.618	0.900	0	0.960	notSpeckle	notSpeckle
LSM6	PATL1	9606.ENSP00000422392	9606.ENSP00000300146	0	0.935	0.800	0	0.986	notSpeckle	notSpeckle
LSM6	SNRPD1	9606.ENSP00000422392	9606.ENSP00000300413	0	0.759	0.900	0	0.974	notSpeckle	notSpeckle
LSM6	SRRM2	9606.ENSP00000422392	9606.ENSP00000301740	0	0.244	0.900	0	0.921	notSpeckle	notSpeckle
LSM6	SF3B3	9606.ENSP00000422392	9606.ENSP00000305790	0	0.920	0.900	0	0.991	notSpeckle	notSpeckle
LSM6	PPIH	9606.ENSP00000422392	9606.ENSP00000306614	0	0.850	0.720	0	0.956	notSpeckle	notSpeckle
LSM6	SART1	9606.ENSP00000422392	9606.ENSP00000310448	0	0.967	0.900	0	0.996	notSpeckle	notSpeckle
LSM6	USP39	9606.ENSP00000422392	9606.ENSP00000312981	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM6	PRPF3	9606.ENSP00000422392	9606.ENSP00000315379	0	0.985	0.900	0	0.998	notSpeckle	notSpeckle
LSM6	SNRNP200	9606.ENSP00000422392	9606.ENSP00000317123	0	0.967	0.900	0	0.996	notSpeckle	notSpeckle
LSM6	SF3B2	9606.ENSP00000422392	9606.ENSP00000318861	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	MAGOHB	9606.ENSP00000422392	9606.ENSP00000319240	0	0.058	0.900	0	0.901	notSpeckle	notSpeckle
LSM6	PRPF31	9606.ENSP00000422392	9606.ENSP00000324122	0	0.983	0.900	0	0.998	notSpeckle	notSpeckle
LSM6	SF3B1	9606.ENSP00000422392	9606.ENSP00000335321	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	PRPF4B	9606.ENSP00000422392	9606.ENSP00000337194	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM6	RBMX2	9606.ENSP00000422392	9606.ENSP00000339090	0	0.618	0.900	0	0.960	notSpeckle	notSpeckle
LSM6	SNRPD2	9606.ENSP00000422392	9606.ENSP00000342374	0	0.991	0.900	0	0.999	notSpeckle	notSpeckle
LSM6	UBL5	9606.ENSP00000422392	9606.ENSP00000351492	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM6	SF3B5	9606.ENSP00000422392	9606.ENSP00000356541	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	RNF113A	9606.ENSP00000422392	9606.ENSP00000360497	0	0.166	0.900	0	0.913	notSpeckle	notSpeckle
LSM6	SF3A3	9606.ENSP00000422392	9606.ENSP00000362110	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	PRPF4	9606.ENSP00000422392	9606.ENSP00000363313	0	0.985	0.900	0	0.998	notSpeckle	notSpeckle
LSM6	WBP4	9606.ENSP00000422392	9606.ENSP00000368801	0	0.898	0.900	0	0.989	notSpeckle	notSpeckle
LSM6	SMU1	9606.ENSP00000422392	9606.ENSP00000380336	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM6	NHP2L1	9606.ENSP00000422392	9606.ENSP00000383949	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM6	SNRPE	9606.ENSP00000422392	9606.ENSP00000400591	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM6	SNRPB	9606.ENSP00000422392	9606.ENSP00000412566	0	0.934	0.900	0	0.993	notSpeckle	notSpeckle
LSM6	SNRNP70	9606.ENSP00000422392	9606.ENSP00000472998	0	0.835	0	0	0.835	notSpeckle	notSpeckle
LSM6	PRPF8	9606.ENSP00000422392	9606.ENSP00000460348	0	0.955	0.900	0	0.995	notSpeckle	notSpeckle
LSM7	SF3A1	9606.ENSP00000252622	9606.ENSP00000215793	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	SNRPD3	9606.ENSP00000252622	9606.ENSP00000215829	0	0.985	0.900	0	0.998	notSpeckle	notSpeckle
LSM7	PHF5A	9606.ENSP00000252622	9606.ENSP00000216252	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	SF3A2	9606.ENSP00000252622	9606.ENSP00000221494	0	0.914	0.900	0	0.991	notSpeckle	notSpeckle
LSM7	SF3B6	9606.ENSP00000252622	9606.ENSP00000233468	0	0.800	0.540	0	0.904	notSpeckle	notSpeckle
LSM7	SNRPA	9606.ENSP00000252622	9606.ENSP00000243563	0	0.871	0	0	0.871	notSpeckle	notSpeckle
LSM7	SNRPC	9606.ENSP00000252622	9606.ENSP00000244520	0	0.800	0.360	0	0.866	notSpeckle	notSpeckle
LSM7	SNRPB2	9606.ENSP00000252622	9606.ENSP00000246071	0	0.871	0.900	0	0.986	notSpeckle	notSpeckle
LSM7	LSM8	9606.ENSP00000252622	9606.ENSP00000249299	0	0.936	0.900	0	0.993	notSpeckle	notSpeckle
LSM7	RBM25	9606.ENSP00000252622	9606.ENSP00000261973	0	0.787	0	0	0.787	notSpeckle	notSpeckle
LSM7	UBL5	9606.ENSP00000252622	9606.ENSP00000351492	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM7	PRPF4B	9606.ENSP00000252622	9606.ENSP00000337194	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM7	SRRM2	9606.ENSP00000252622	9606.ENSP00000301740	0	0	0.900	0	0.900	notSpeckle	notSpeckle
LSM7	MAGOHB	9606.ENSP00000252622	9606.ENSP00000319240	0	0	0.900	0	0.900	notSpeckle	notSpeckle
LSM7	RNF113A	9606.ENSP00000252622	9606.ENSP00000360497	0	0	0.900	0	0.900	notSpeckle	notSpeckle
LSM7	SNRNP70	9606.ENSP00000252622	9606.ENSP00000472998	0	0.800	0.540	0	0.904	notSpeckle	notSpeckle
LSM7	SNRNP40	9606.ENSP00000252622	9606.ENSP00000263694	0	0.800	0.600	0	0.916	notSpeckle	notSpeckle
LSM7	PPIH	9606.ENSP00000252622	9606.ENSP00000306614	0	0.800	0.720	0	0.941	notSpeckle	notSpeckle
LSM7	RBMX2	9606.ENSP00000252622	9606.ENSP00000339090	0	0.620	0.900	0	0.960	notSpeckle	notSpeckle
LSM7	SNIP1	9606.ENSP00000252622	9606.ENSP00000296215	0	0.620	0.900	0	0.960	notSpeckle	notSpeckle
LSM7	SNRPD1	9606.ENSP00000252622	9606.ENSP00000300413	0	0.664	0.900	0	0.965	notSpeckle	notSpeckle
LSM7	MFAP1	9606.ENSP00000252622	9606.ENSP00000267812	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM7	PRPF38A	9606.ENSP00000252622	9606.ENSP00000257181	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM7	WBP4	9606.ENSP00000252622	9606.ENSP00000368801	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM7	USP39	9606.ENSP00000252622	9606.ENSP00000312981	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM7	SMU1	9606.ENSP00000252622	9606.ENSP00000380336	0	0.812	0.900	0	0.980	notSpeckle	notSpeckle
LSM7	PATL1	9606.ENSP00000252622	9606.ENSP00000300146	0	0.921	0.800	0	0.983	notSpeckle	notSpeckle
LSM7	SF3B4	9606.ENSP00000252622	9606.ENSP00000271628	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	SF3B2	9606.ENSP00000252622	9606.ENSP00000318861	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	NHP2L1	9606.ENSP00000252622	9606.ENSP00000383949	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	PRPF3	9606.ENSP00000252622	9606.ENSP00000315379	0	0.909	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	SF3B1	9606.ENSP00000252622	9606.ENSP00000335321	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	SNRPG	9606.ENSP00000252622	9606.ENSP00000272348	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	SF3B5	9606.ENSP00000252622	9606.ENSP00000356541	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	SF3B3	9606.ENSP00000252622	9606.ENSP00000305790	0	0.906	0.900	0	0.990	notSpeckle	notSpeckle
LSM7	PRPF31	9606.ENSP00000252622	9606.ENSP00000324122	0	0.938	0.900	0	0.993	notSpeckle	notSpeckle
LSM7	PRPF8	9606.ENSP00000252622	9606.ENSP00000460348	0	0.935	0.900	0	0.993	notSpeckle	notSpeckle
LSM7	SF3A3	9606.ENSP00000252622	9606.ENSP00000362110	0	0.936	0.900	0	0.993	notSpeckle	notSpeckle
LSM7	SNRPA1	9606.ENSP00000252622	9606.ENSP00000254193	0	0.955	0.900	0	0.995	notSpeckle	notSpeckle
LSM7	SNRPB	9606.ENSP00000252622	9606.ENSP00000412566	0	0.934	0.900	0	0.993	notSpeckle	notSpeckle
LSM7	TXNL4A	9606.ENSP00000252622	9606.ENSP00000269601	0	0.955	0.900	0	0.995	notSpeckle	notSpeckle
LSM7	PRPF6	9606.ENSP00000252622	9606.ENSP00000266079	0	0.955	0.900	0	0.995	notSpeckle	notSpeckle
LSM7	SART1	9606.ENSP00000252622	9606.ENSP00000310448	0	0.967	0.900	0	0.996	notSpeckle	notSpeckle
LSM7	ZMAT2	9606.ENSP00000252622	9606.ENSP00000274712	0	0.963	0.900	0	0.996	notSpeckle	notSpeckle
LSM7	SNRNP200	9606.ENSP00000252622	9606.ENSP00000317123	0	0.967	0.900	0	0.996	notSpeckle	notSpeckle
LSM7	SNRPD2	9606.ENSP00000252622	9606.ENSP00000342374	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM7	SNRPF	9606.ENSP00000252622	9606.ENSP00000266735	0	0.980	0.900	0	0.997	notSpeckle	notSpeckle
LSM7	PRPF4	9606.ENSP00000252622	9606.ENSP00000363313	0	0.979	0.900	0	0.997	notSpeckle	notSpeckle
LSM7	SNRPE	9606.ENSP00000252622	9606.ENSP00000400591	0	0.986	0.900	0	0.998	notSpeckle	notSpeckle
LSM8	SF3A1	9606.ENSP00000249299	9606.ENSP00000215793	0	0.904	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SNRPD3	9606.ENSP00000249299	9606.ENSP00000215829	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM8	PHF5A	9606.ENSP00000249299	9606.ENSP00000216252	0	0.904	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SF3A2	9606.ENSP00000249299	9606.ENSP00000221494	0	0.908	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SF3B6	9606.ENSP00000249299	9606.ENSP00000233468	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM8	SNRPA	9606.ENSP00000249299	9606.ENSP00000243563	0	0.852	0	0	0.852	notSpeckle	notSpeckle
LSM8	SNRPC	9606.ENSP00000249299	9606.ENSP00000244520	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM8	SNRPB2	9606.ENSP00000249299	9606.ENSP00000246071	0	0.852	0.900	0	0.984	notSpeckle	notSpeckle
LSM8	RBM25	9606.ENSP00000249299	9606.ENSP00000261973	0	0.787	0	0	0.787	notSpeckle	notSpeckle
LSM8	SNRNP70	9606.ENSP00000249299	9606.ENSP00000472998	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM8	UBL5	9606.ENSP00000249299	9606.ENSP00000351492	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM8	PRPF4B	9606.ENSP00000249299	9606.ENSP00000337194	0	0.800	0	0	0.800	notSpeckle	notSpeckle
LSM8	RNF113A	9606.ENSP00000249299	9606.ENSP00000360497	0	0	0.900	0	0.900	notSpeckle	notSpeckle
LSM8	MAGOHB	9606.ENSP00000249299	9606.ENSP00000319240	0	0	0.900	0	0.900	notSpeckle	notSpeckle
LSM8	SRRM2	9606.ENSP00000249299	9606.ENSP00000301740	0	0.117	0.900	0	0.907	notSpeckle	notSpeckle
LSM8	SNRNP40	9606.ENSP00000249299	9606.ENSP00000263694	0	0.800	0.600	0	0.916	notSpeckle	notSpeckle
LSM8	PPIH	9606.ENSP00000249299	9606.ENSP00000306614	0	0.836	0.720	0	0.952	notSpeckle	notSpeckle
LSM8	RBMX2	9606.ENSP00000249299	9606.ENSP00000339090	0	0.577	0.900	0	0.955	notSpeckle	notSpeckle
LSM8	SNIP1	9606.ENSP00000249299	9606.ENSP00000296215	0	0.579	0.900	0	0.956	notSpeckle	notSpeckle
LSM8	WBP4	9606.ENSP00000249299	9606.ENSP00000368801	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM8	PRPF38A	9606.ENSP00000249299	9606.ENSP00000257181	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM8	MFAP1	9606.ENSP00000249299	9606.ENSP00000267812	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
LSM8	NHP2L1	9606.ENSP00000249299	9606.ENSP00000383949	0	0.864	0.900	0	0.985	notSpeckle	notSpeckle
LSM8	SNRPD1	9606.ENSP00000249299	9606.ENSP00000300413	0	0.794	0.900	0	0.978	notSpeckle	notSpeckle
LSM8	USP39	9606.ENSP00000249299	9606.ENSP00000312981	0	0.893	0.900	0	0.988	notSpeckle	notSpeckle
LSM8	SF3B5	9606.ENSP00000249299	9606.ENSP00000356541	0	0.904	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SF3B3	9606.ENSP00000249299	9606.ENSP00000305790	0	0.911	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	TXNL4A	9606.ENSP00000249299	9606.ENSP00000269601	0	0.905	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SF3B2	9606.ENSP00000249299	9606.ENSP00000318861	0	0.904	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SF3B1	9606.ENSP00000249299	9606.ENSP00000335321	0	0.904	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SNRPA1	9606.ENSP00000249299	9606.ENSP00000254193	0	0.923	0.900	0	0.992	notSpeckle	notSpeckle
LSM8	SMU1	9606.ENSP00000249299	9606.ENSP00000380336	0	0.926	0.900	0	0.992	notSpeckle	notSpeckle
LSM8	SNRPG	9606.ENSP00000249299	9606.ENSP00000272348	0	0.904	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	ZMAT2	9606.ENSP00000249299	9606.ENSP00000274712	0	0.942	0.900	0	0.993	notSpeckle	notSpeckle
LSM8	SF3A3	9606.ENSP00000249299	9606.ENSP00000362110	0	0.943	0.900	0	0.994	notSpeckle	notSpeckle
LSM8	SNRPF	9606.ENSP00000249299	9606.ENSP00000266735	0	0.948	0.900	0	0.994	notSpeckle	notSpeckle
LSM8	SNRPE	9606.ENSP00000249299	9606.ENSP00000400591	0	0.904	0.900	0	0.990	notSpeckle	notSpeckle
LSM8	SF3B4	9606.ENSP00000249299	9606.ENSP00000271628	0	0.942	0.900	0	0.994	notSpeckle	notSpeckle
LSM8	SART1	9606.ENSP00000249299	9606.ENSP00000310448	0	0.955	0.900	0	0.995	notSpeckle	notSpeckle
LSM8	PRPF8	9606.ENSP00000249299	9606.ENSP00000460348	0	0.969	0.900	0	0.996	notSpeckle	notSpeckle
LSM8	PRPF31	9606.ENSP00000249299	9606.ENSP00000324122	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM8	PRPF6	9606.ENSP00000249299	9606.ENSP00000266079	0	0.966	0.900	0	0.996	notSpeckle	notSpeckle
LSM8	PRPF4	9606.ENSP00000249299	9606.ENSP00000363313	0	0.985	0.900	0	0.998	notSpeckle	notSpeckle
LSM8	SNRPB	9606.ENSP00000249299	9606.ENSP00000412566	0	0.968	0.900	0	0.996	notSpeckle	notSpeckle
LSM8	PRPF3	9606.ENSP00000249299	9606.ENSP00000315379	0	0.984	0.900	0	0.998	notSpeckle	notSpeckle
LSM8	SNRPD2	9606.ENSP00000249299	9606.ENSP00000342374	0	0.972	0.900	0	0.997	notSpeckle	notSpeckle
LSM8	SNRNP200	9606.ENSP00000249299	9606.ENSP00000317123	0	0.990	0.900	0	0.999	notSpeckle	notSpeckle
LUC7L3	SNRPD3	9606.ENSP00000425092	9606.ENSP00000215829	0	0.608	0.540	0	0.811	none	none
LUC7L3	SNRPC	9606.ENSP00000425092	9606.ENSP00000244520	0	0.529	0.540	0	0.774	none	none
LUC7L3	RBM25	9606.ENSP00000425092	9606.ENSP00000261973	0	0.886	0	0	0.886	none	none
LUC7L3	SNRPF	9606.ENSP00000425092	9606.ENSP00000266735	0	0.607	0.540	0	0.811	none	none
LUC7L3	SNRPG	9606.ENSP00000425092	9606.ENSP00000272348	0	0.602	0.540	0	0.809	none	none
LUC7L3	SNRPD2	9606.ENSP00000425092	9606.ENSP00000342374	0	0.687	0.540	0	0.849	none	none
LUC7L3	SNRPB	9606.ENSP00000425092	9606.ENSP00000412566	0	0.381	0.540	0	0.703	none	none
LUC7L3	SNRNP70	9606.ENSP00000425092	9606.ENSP00000472998	0	0.585	0.540	0	0.801	none	none
MAGOH	RBM22	9606.ENSP00000360525	9606.ENSP00000199814	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	SNRPD3	9606.ENSP00000360525	9606.ENSP00000215829	0	0.856	0	0	0.856	notSpeckle	notSpeckle
MAGOH	PRPF19	9606.ENSP00000360525	9606.ENSP00000227524	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	SYF2	9606.ENSP00000360525	9606.ENSP00000236273	0	0.800	0	0	0.800	notSpeckle	notSpeckle
MAGOH	SRSF6	9606.ENSP00000360525	9606.ENSP00000244020	0	0.284	0.600	0	0.701	notSpeckle	notSpeckle
MAGOH	SNRPB2	9606.ENSP00000360525	9606.ENSP00000246071	0	0.800	0	0	0.800	notSpeckle	notSpeckle
MAGOH	SNRPA1	9606.ENSP00000360525	9606.ENSP00000254193	0	0.800	0	0	0.800	notSpeckle	notSpeckle
MAGOH	SNW1	9606.ENSP00000360525	9606.ENSP00000261531	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	SNRNP40	9606.ENSP00000360525	9606.ENSP00000263694	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	SNRPF	9606.ENSP00000360525	9606.ENSP00000266735	0	0.811	0	0	0.811	notSpeckle	notSpeckle
MAGOH	SDE2	9606.ENSP00000360525	9606.ENSP00000272091	0	0.800	0	0	0.800	notSpeckle	notSpeckle
MAGOH	SNRPG	9606.ENSP00000360525	9606.ENSP00000272348	0	0.800	0	0	0.800	notSpeckle	notSpeckle
MAGOH	UPF3B	9606.ENSP00000360525	9606.ENSP00000276201	0	0.892	0.900	0	0.988	notSpeckle	notSpeckle
MAGOH	SLU7	9606.ENSP00000360525	9606.ENSP00000297151	0	0.800	0.600	0	0.916	notSpeckle	notSpeckle
MAGOH	SNRPD1	9606.ENSP00000360525	9606.ENSP00000300413	0	0.850	0	0	0.850	notSpeckle	notSpeckle
MAGOH	SRRM2	9606.ENSP00000360525	9606.ENSP00000301740	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	SNRNP200	9606.ENSP00000360525	9606.ENSP00000317123	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	MAGOHB	9606.ENSP00000360525	9606.ENSP00000319240	0	0.848	0.720	0	0.955	notSpeckle	notSpeckle
MAGOH	SNRPD2	9606.ENSP00000360525	9606.ENSP00000342374	0	0.856	0	0	0.856	notSpeckle	notSpeckle
MAGOH	UPF2	9606.ENSP00000360525	9606.ENSP00000348708	0	0	0.900	0	0.900	notSpeckle	notSpeckle
MAGOH	XAB2	9606.ENSP00000360525	9606.ENSP00000351137	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	SRSF4	9606.ENSP00000360525	9606.ENSP00000362900	0	0.284	0.600	0	0.701	notSpeckle	notSpeckle
MAGOH	PPIL1	9606.ENSP00000360525	9606.ENSP00000362803	0	0.803	0	0	0.803	notSpeckle	notSpeckle
MAGOH	SNRPE	9606.ENSP00000360525	9606.ENSP00000400591	0	0.811	0	0	0.811	notSpeckle	notSpeckle
MAGOH	PRPF8	9606.ENSP00000360525	9606.ENSP00000460348	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	PLRG1	9606.ENSP00000360525	9606.ENSP00000424417	0	0.848	0	0	0.848	notSpeckle	notSpeckle
MAGOH	SNRPB	9606.ENSP00000360525	9606.ENSP00000412566	0	0.850	0	0	0.850	notSpeckle	notSpeckle
MAGOH	WIBG	9606.ENSP00000360525	9606.ENSP00000386156	0	0.933	0.900	0	0.993	notSpeckle	notSpeckle
MAGOH	RBM8A	9606.ENSP00000360525	9606.ENSP00000463058	0	0.988	0.900	0	0.998	notSpeckle	notSpeckle
MAGOHB	RBM22	9606.ENSP00000319240	9606.ENSP00000199814	0	0.800	0.540	0	0.904	notSpeckle	notSpeckle
MAGOHB	SF3A1	9606.ENSP00000319240	9606.ENSP00000215793	0	0	0.900	0	0.900	notSpeckle	notSpeckle
MAGOHB	SNRPD3	9606.ENSP00000319240	9606.ENSP00000215829	0	0.808	0.900	0	0.980	notSpeckle	notSpeckle
MAGOHB	PHF5A	9606.ENSP00000319240	9606.ENSP00000216252	0	0	0.900	0	0.900	notSpeckle	notSpeckle
MAGOHB	SF3A2	9606.ENSP00000319240	9606.ENSP00000221494	0	0	0.900	0	0.900	notSpeckle	notSpeckle
MAGOHB	PRPF19	9606.ENSP00000319240	9606.ENSP00000227524	0	0.800	0.540	0	0.904	notSpeckle	notSpeckle
MAGOHB	SYF2	9606.ENSP00000319240	9606.ENSP00000236273	0	0.800	0	0	0.800	notSpeckle	notSpeckle
MAGOHB	SNRPB2	9606.ENSP00000319240	9606.ENSP00000246071	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
MAGOHB	SNRPA1	9606.ENSP00000319240	9606.ENSP00000254193	0	0.800	0.900	0	0.979	notSpeckle	notSpeckle
MAGOHB	PRPF38A	9606.ENSP00000319240	9606.ENSP00000257181	0	0	0.900	0	0.900	notSpeckle	notSpeckle
MAGOHB	PPIG	9606.ENSP00000319240	9606.ENSP00000260970	0	0.803	0	0	0.803	notSpeckle	notSpeckle
MAGOHB	SNW1	9606.ENSP00000319240	9606.ENSP00000261531	0	0.807	0	0	0.807	notSpeckle	notSpeckle
